Name,City,Address,SourceURL
Condominio Calle 12,Matanzas,"Calle 12 entre 1ra Avenida y Avenida del Mar, Varadero, Cuba 42 200 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Condominio Calle 32,Matanzas,"Ave Playa y esquina 49, Varadero, Cuba 42 200 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Condominio Calle 36,Matanzas,"Calle 1ra Avenida, entre 35 y 36, Varadero, Cuba 42 200 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Condominio Calle 40,Matanzas,"Ave Playa y esquina 39, Varadero, Cuba 42 200 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Condominio Calle 54,Matanzas,"1ra Ave. Y Calle 5, Varadero, Cuba 42 200 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Finca Don Pedro,Matanzas,"Carretera Playa Girón, Km 1 1/2 , Península de Zapata, Matanzas, Cuba 43 000",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Grand Memories Varadero,Matanzas,"Km 18.5 Autopista Sur Parque Natural Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Acuazul,Matanzas,"Ave. 1ra. y Calle 13, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Canimao,Matanzas,"Carretera Vía Blanca, Km 4 1/2 Reparto Canímar, Matanzas, Cuba 40 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Club Karey,Matanzas,"Calle 0 Reparto Kawama, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Club Tropical,Matanzas,"Avenida 1ra E/ Calle 21 Y 23, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Kawama (aka: Club Kawama),Matanzas,"Primera Avenida y Calle 1 Reparto Kawama, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Los Delfines,Matanzas,"Avenida 1ra., y Calle 39 Avenida de la Playa, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Meliá Marina Varadero Apartments,Matanzas,"Autopista Del Sur Y Final Punta Hicacos, Varadero 42200 Cuba",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Oasis,Matanzas,"Via Blanca Km 130, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Pullman Dos Mares,Matanzas,"Calle 53 y Ave 1ra, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Puntarena – Playa Caleta,Matanzas,"Avenida Kawama Final, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Villa Tortuga,Matanzas,"Calle 9 e/ Boulevard y Ave. Kawama Matanza, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Bella Costa,Matanzas,"Carretera Las Américas Km 3½, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Bella Vista (aka Iberostar Selection Bella Vista Varadero),Matanzas,"Carretera Las Morlas Km 11 Sector Punta Hicacos, Varadero, Cuba  42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Laguna Azul,Matanzas,"Autopista Sur Km 17 Punta Hicacos, Varadero, Cuba  42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Playa Alameda,Matanzas,"Las Morlas, Km 19 Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Selection Varadero,Matanzas,"Carretera Las Morlas Km 17,5 Sector Punta Hicacos, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Tainos,Matanzas,"Carretera Las Morlas km 12 ½ , Península Hicacos, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Louvre,Matanzas,"Calle Milanés y Parque de la Libertad, Matanzas, Cuba 40 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Internacional Varadero,Matanzas,"Avenida Las Américas, Km 1, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Las Américas,Matanzas,"Carretera de Las Morlas, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Las Antillas,Matanzas,"Autopista Sur, Carretera Las Morlas, Km 14, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Marina Varadero,Matanzas,"Autopista Del Sur Y Final Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Peninsula Varadero,Matanzas,"Parque Natural de Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Varadero,Matanzas,"Autopista Sur Km 9, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Jibacoa,Matanzas,"Playa Arroyo Bermejo Via Blanca, Km 60, Santa Cruz del Norte, Mayabeque, Cuba 32 900",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Varadero Beach Resort,Matanzas,"Autopista Sur, Km 18.5, Parque Natural Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Varadero,Matanzas,"Autopista Sur Km 18,5 Parque Natural Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Muthu Playa Varadero,Matanzas,"Carretera Las Morlas Km 12½, Varadero, Matanzas, Cuba  42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Naviti Varadero,Matanzas,"Autopista Sur Km 11 Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Occidental Arenas Blancas,Matanzas,"Calle 64 Final, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Ocean Varadero El Patriarca,Matanzas,"Autopista Sur Km 18 Punta Hicacos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Ocean Vista Azul,Matanzas,"Autopista Sur Km 11, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Paradisus Princesa del Mar,Matanzas,"Auropista Sur, Ctra. Las Morlas, KM 19 1/2, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Paradisus Varadero,Matanzas,"Punta Frances, Varadero, Cuba  42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Playa Girón,Matanzas,"Localidad Playa Girón, Municipio Ciénaga de Zapata, Cuba 43 000",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Playa Larga (aka: Horizontes Playa Larga),Matanzas,"Barrio Playa Larga, Km 32, Playa Larga, Cuba 43 000",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Playa Vista Azul,Matanzas,"Autopista Sur, Km. 11, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Roc Arenas Doradas,Matanzas,"Autopista Varadero, Km 17 Playa de los Tainos, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Roc Barlovento,Matanzas,"Ave 1ra e/ 9 y 12, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Royal Service at Paradisus Varadero,Matanzas,"Autopista Sur, Playa Francés, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Royalton Hicacos Resort and Spa,Matanzas,"Autopista Sur, Km 15, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sanctuary at Grand Memories Varadero,Matanzas,"Autopista Sur, Km 18 1/2, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sol Palmeras,Matanzas,"Carretera Las Morlas, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sol Sirenas Coral,Matanzas,"Las Americas Ave K Street, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sol Varadero Beach,Matanzas,"Calle K and Avenida Las Americas, Varadero, Matanzas, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Starfish Cuatro Palmas,Matanzas,"Ave 1ra. e/ 60 y 64, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Starfish Las Palmas – Ages 16+ (or: Adults Only),Matanzas,"Ave 1ra. e/ 60 y 64, Varadero, Matanzas, Cuba,  42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Starfish Varadero,Matanzas,"Carretera Las Morlas km 14, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sun Beach,Matanzas,"Calle 17 Entre 1Era y 3Era, Varadero, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
The Reserve at Paradisus Varadero,Matanzas,"Autopista Sur, Punta Francés, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Tuxpan,Matanzas,"Avenida Las Américas, Km 2, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Valentín El Patriarca Varadero,Matanzas,"Autopista Sur, Km 18 1/2, Parque Natural Punta Hicacos, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Velasco,Matanzas,"Calle Contreras e/Santa Teresa y Ayuntamiento. Matanzas, Cuba 40 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Guamá (aka: Horizontes Villa Guamá),Matanzas,"Carretera Playa Larga, Km 19, Laguna del Tesoro, Península de Zapata, Matanzas, Cuba 43 000",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Punta Blanca (or: Hotel Punta Blanca),Matanzas,"Carretera de Kawama final s/n, Varadero, Matanzas, Cuba 42 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Faro Luna,Cienfuegos,"Carretera a Pasacaballo Km 17 ½, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Pasacaballos,Cienfuegos,"Carretera de Rancho Luna km 23, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Punta La Cueva (or: Punta Las Cuevas),Cienfuegos,"Carretera a Rancho Luna km. 3 ½ y Circunvalación, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Rancho Luna,Cienfuegos,"Carretera Pasacaballo Km 17 ½, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Jagua Managed By Meliá Hotels International,Cienfuegos,"Calle 37 e/ 0 and 2, Punta Gorda, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
La Unión Managed By Meliá Hotels International,Cienfuegos,"Calle 31 esq. a 54, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá San Carlos,Cienfuegos,"Calle San Carlos Entre Gacel y Horrutinier, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Yaguanabo,Cienfuegos,"Carretera a Trinidad Km 55, Cienfuegos, Cuba 55 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
América,Villa Clara,"Mujica No. 9 Entre Colón y Maceo, Santa Clara, Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Angsana Cayo Santa María,Villa Clara,"Cayo Las Brujas, Cayeria del Norte, Villa Clara, Caibarien, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Aparthotel Azul,Villa Clara,"Carretera a Cayo Guillermo, Km 1.5, Cayo Coco, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Barcelona,Villa Clara,"José A. Peña Eentre Máximo Gómez y Antonio Maceo, Remedios, Villa Clara, Cuba 52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Be Live Collection Cayo Santa María,Villa Clara,"Cayo Santa María, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Camino del Príncipe,Villa Clara,"Camilo Cienfuegos No.9 / Montalván y Alejandro del Rio, Remedios, Villa Clara, Cuba 52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Casa Bausá,Villa Clara,"Camilo Cienfuegos Entre Montalván y José A. Peña, Remedios, Villa Clara 52 700 *",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Central Villa Clara,Villa Clara,"Calle Parque Entre Padre Chao y Marta Abreus Reparto Pastora, Santa Clara, Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Coral Level At Iberostar Selection Ensenachos,Villa Clara,"Cayo Ensenachos, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Dhawa Cayo Santa María,Villa Clara,"50100 Cayeria Del Norte, Cayo las Brujas, Caibarién, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Golden Tulip Aguas Claras,Villa Clara,"Las Caletas Beach, Cayo Santa Maria, Caibarien, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Grand Aston Cayo Las Brujas Beach Resort & Spa,Villa Clara,"Las Dunas 5, Cayo Las Brujas, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Grand Memories Santa María,Villa Clara,"Cayo Santa Maria, Caibarien, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Grand Sirenis Cayo Santa María,Villa Clara,"Playa Las Salinas, Cayo Santa María, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Cayo Santa María,Villa Clara,"Cayo Las Brujas, Villa Clara, Caibarien, Cuba, 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Elguea,Villa Clara,"Balneario Elguea, Corralillo, Villa Clara, Cuba 52 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Floréale,Villa Clara,"Calle Rafael Trista, No. 4, e/ Parque Vidal y Villuendas, Santa Clara, Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Hanabanilla,Villa Clara,"Salto de Hanabanilla, Manicaragua, Villa Clara, Cuba 53 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Playa Cayo Santa María,Villa Clara,"Las Dunas 5, Cuba Cayo Santa María, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Playa Vista Mar,Villa Clara,"Las Brujas, Cayo Santa Maria, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Santa Clara Libre,Villa Clara,"Parque Leoncio Vidal No. 6 e/ Tristá y Padre Chao, Santa Clara, Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Ensenachos,Villa Clara,"Cayo Ensenachos, Pedraplen A Cayo Santa Maria, Cuba  52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Las Salinas Plana & Spa,Villa Clara,"Cayo las Brujas, Villa Clara, Cayo Las Brujas, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Leyendas,Villa Clara,"Pi y Margall esquina Antonio Maceo, Remedios, Villa Clara 52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Mascotte,Villa Clara,"Máximo Gómez No. 114, Remedios, Villa Clara, Cuba 52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Buenavista,Villa Clara,"Punta Madruguilla, Cayo Santa María, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Cayo Santa María (AKA Sol Cayo Santa Maria),Villa Clara,"Cayo Santa María, km 40, Jardines del Rey, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Las Dunas,Villa Clara,"Cayo Santa María, km 48, Jardines del Rey, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Paraíso,Villa Clara,"Cayo Santa María, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Ocean Casa del Mar,Villa Clara,"Cayo Santa María, Caibarién, Cayos de Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Palacio Arenas,Villa Clara,"Calle Solís esquina a Padre Varela. Sagua La Grande, Villa Clara, Cuba 53 310",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Paradisus Los Cayos,Villa Clara,"Cayo Santa María, km 48, Jardines del Rey, Caibarién, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Real,Villa Clara,"Camilo Cienfuegos No 6 /Andrés del Rio y Alejandro del Rio, Remedios, Cuba 52 700",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Roc Lagunas del Mar,Villa Clara,"Carretera (Pedraplén) a Cayo Santa María, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Royal Service at Paradisus Los Cayos,Villa Clara,"Cayo Santa María, Km 48, Jardines del Rey, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Royalton Cayo Santa María,Villa Clara,"Cayo Santa María, Caibarién, Jardines del Rey, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sagua,Villa Clara,"Calle Carmen Ribalta Entre Martí y Clara Barton. Sagua La Grande, Villa Clara, Cuba 53 310",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sanctuary at Grand Memories Santa María,Villa Clara,"Cayo Santa Marίa, Caibarien, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Sercotel Experience Cayo Santa María,Villa Clara,"Jardines del Rey, Cayos de Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Starfish Cayo Santa María,Villa Clara,"Cayo Santa María, Caibarién, Villa Clara, Cuba 56 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Starfish Tropical,Villa Clara,"Cayo Santa Maria, Caibarien, Villa Clara, Cuba 56 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
The Reserve at Paradisus Los Cayos,Villa Clara,"Cayo Santa María, km 48, Jardines del Rey, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Valentín Perla Blanca,Villa Clara,"Lagunas del Este, Cayo Santa María, Caibarién, Villa Clara, Cuba 52 610",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa La Granjita (aka: Horizontes La Granjita),Villa Clara,"Carretera de Malezas, Km. 1 ½, Santa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Las Brujas,Villa Clara,"Cayo Las Brujas, Caibarién, Villa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Los Caneyes (aka: Horizontes Los Caneyes),Villa Clara,"Ave. Eucaliptos y Circunvalación, Santa Clara, Cuba 50 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Warwick Cayo Santa María (aka Labranda Cayo Santa María Hotel),Villa Clara,"Cayo Santa María, Caibarién, Villa Clara, Cuba 56 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Club Amigo Ancón,Sancti Spíritus,"Carretera Marìa Aguilar, Península Ancòn, Trinidad, Sancti Spíritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Don Florencio,Sancti Spíritus,"Calle Independencia No. 63 Sur, e/ Agramonte y E.V. Muñoz, Sanctí Spíritus, Cuba 60 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel E Plaza (or: Hotel Encanto Plaza),Sancti Spíritus,"2 Cespedes Norte, Sancti Spíritus, Cuba 60 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Rijo,Sancti Spíritus,"Honorato del Castillo No. 12, Centro Histórico, Sancti Spíritus, Cuba 60 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Zaza,Sancti Spíritus,"Finca San José Km 5½, Lago Zaza, Sancti Spíritus, Cuba 60 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Heritage Grand Trinidad,Sancti Spíritus,"Calle Jose Marti y Lino Perez, Trinidad, Sancti Spiritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Kurhotel Escambray,Sancti Spíritus,"Topes de Collantes, Sierra Escambray, Trinidad, Sancti Spíritus. Cuba 64 310",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
La Popa,Sancti Spíritus,"Enrique Hart Street, between Piro Guinart & Simón Bolívar Street, Trinidad, Sancti Spíritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Las Cuevas,Sancti Spíritus,"Finca Santa Ana, Trinidad, Sancti Spiritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Los Helechos,Sancti Spíritus,"Topes de Collantes, Trinidad, Sancti Spíritus. Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Ma Dolores (aka: Horizontes Finca Ma Dolores),Sancti Spíritus,"Carretera de Cienfuegos, Km. 1 ½, Trinidad, Sancti Spiritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Trinidad Del Mar,Sancti Spíritus,"Península de Ancón, Trinidad, Sancti Spíritus, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Mesón del Regidor,Sancti Spíritus,"Calle Simón Bolívar #426 e/ Real del Jigue y Gloria. C. Historico, Trinidad, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Trinidad 500,Sancti Spíritus,"Carretera Casilda Km 1/2, Trinidad, Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Caburni,Sancti Spíritus,"Topes de Collantes, Sierra Escambray, Trinidad, Sancti Spíritus. Cuba 62 600",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa Los Laureles,Sancti Spíritus,"Carretera Central Km 383, Sancti Spiritus, Cuba 60 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Villa San José del Lago,Sancti Spíritus,"Avenida Antonio Guiteras km 1 ½, Mayajigua, Yaguajay, Sancti Spíritus, Cuba 62 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Cayo Guillermo Resort Kempinski,Ciego de Ávila,"Playa Pilar, Cayo Guillermo, Ciego de Avila, Cuba 67 210",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Club Cayo Guillermo,Ciego de Ávila,"Jardines del Rey, Cayo Guillermo, Ciego de Avila, Cuba 65 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Colonial Cayo Coco,Ciego de Ávila,"Cayo Coco, Jardines del Rey, Ciego de Ávila, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Gran Muthu Imperial Hotel,Ciego de Ávila,"Km 50, Carretera a Playa Pilar, Cayo Guillermo, Ciego de Avila, Cuba 65 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Gran Muthu Rainbow Hotel,Ciego de Ávila,"Cayo Guillermo, Jardines del Rey, Ciego de Avila, Cuba 65 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Grand Muthu Cayo Guillermo,Ciego de Ávila,"Cayo Guillermo, Jardines del Rey, Ciego de Avila, Cuba 65 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Ciego de Ávila,Ciego de Ávila,"Carretera de Ceballo, Km 2 ½, Ciego de Ávila, Cuba 65 100",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Morón,Ciego de Ávila,"Avenida de Tarafa, Morón, Ciego de Ávila, Cuba 67 210",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Playa Coco Plus,Ciego de Ávila,"Carretera a Cayo Guillermo, Cayo Coco, Jardines del Rey, Morón, Ciego de Ávila, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel San Fernando,Ciego de Ávila,"Avenida de Tarafa, Morón, Ciego de Ávila, Cuba 67 210",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Hotel Sitio La Güira,Ciego de Ávila,"Cayo Coco, Cuba Sitio La Guira, Ciego De Avila, Cuba 65 200",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Daiquiri,Ciego de Ávila,"Cayo Guillermo, Jardines del Rey, Morón, Ciego de Ávila, Cuba 69 410",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Iberostar Playa Pilar,Ciego de Ávila,"Playa Pilar, Cayo Guillermo, Jardines del Rey, Morón, Ciego de Ávila, Cuba 67 210",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
La Casona,Ciego de Ávila,"Cristobal Colon #41, Morón, Ciego de Ávila, Cuba 67 210",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Cayo Coco,Ciego de Ávila,"Cayo Coco, Jardines del Rey, Ciego de Ávila, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Cayo Guillermo,Ciego de Ávila,"Cayo Guillermo, Jardines del Rey, Morón, Ciego de Ávila, Cuba 69 410",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Meliá Jardines del Rey,Ciego de Ávila,"Playa Flamenco, Cayo Coco, Jardines del Rey, Morón, Ciego de Ávila, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Caribe,Ciego de Ávila,"Cayo Coco, Jardines del Rey, Morón, Ciego de Ávila, Cuba  69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
Memories Flamenco,Ciego de Ávila,"Cayo Coco, Jardines del Rey, Ciego de Ávila, Cuba 69 400",https://www.state.gov/cuba-prohibited-accommodations-list-initial-publication/
