Type,QID,Name,Alias,Chinese name,Country,Topics,Summary,Chinese summary,Body,List,Date,End date,Source URL,Address
Company,,"Sicuens International Co., Ltd.",,兆亿有限公司,TW,sanction,,,Taiwan Affairs Office of the State Council,,05.06.2025,,https://www.gwytb.gov.cn/xwdt/xwfb/wyly/202506/t20250605_12704739.htm,
Person,Q6653712,Liu Shyh-fang,Liu Shih-fang,刘世芳,TW,sanction,,,Taiwan Affairs Office of the State Council,"Diehard ""Taiwan Independence"" Separatists",07.01.2026,,https://www.gwytb.gov.cn/zccs/zccs_61195/cjtdwgfz/bt/202601/t20260107_12745032.htm,
Person,Q125446445,Cheng Ying-yao,,郑英耀,TW,sanction,,,Taiwan Affairs Office of the State Council,"Diehard ""Taiwan Independence"" Separatists",07.01.2026,,https://www.gwytb.gov.cn/zccs/zccs_61195/cjtdwgfz/bt/202601/t20260107_12745032.htm,
Person,,Chen Shu-yi,Chen Shuyi,陈舒怡,TW,sanction,,,Taiwan Affairs Office of the State Council,,07.01.2026,,https://www.gwytb.gov.cn/zccs/zccs_61195/cjtdwgfz/bt/202601/t20260107_12745032.htm,
Person,Q700752,Bi-khim Hsiao,Hsiao Bi-khim,萧美琴,TW,sanction,,,Taiwan Work Office of the CPC Central Committee,"Diehard ""Taiwan Independence"" Separatists",07.04.2023,,https://www.gwytb.gov.cn/xwdt/zwyw/202304/t20230407_12524423.htm,
Company,,FN Herstal,Fabrique Nationale de Herstal,赫斯塔尔公司,Belgium,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Voie de Liege 33, Herstal, Belgium, B-4040"
Company,,OMNIPOL a.s.,,奥姆尼波尔公司,Czech Republic,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Nekazanka 880/11, Praha 1, Czech Republic, 11000"
Company,,HENSOLDT AG,,亨索尔特公司,Germany,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Willy-Messerschmitt-Strasse 3, Taufkirchen, Germany, 82024"
Company,,EXCALIBUR ARMY spol.s.r.o,,圣剑军械公司,Czech Republic,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Kondanska 521/57, Praha 10, Czech Republic, 10100"
Company,,"SPACEKNOW INC., odstepny zavod s.r.o",,SpaceKnow捷克分公司,Czech Republic,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Thamova 289/13, Praha 8, Czech Republic, 18600"
Company,,VZLU AEROSPACE a.s.,,捷克航空研究与试验研究所,Czech Republic,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Beranovych 130, Praha 9, Czech Republic, 19900"
Company,,FN Browning,,FN Browning集团,Belgium,export.control,,,Ministry of Commerce,List of Export Controls,24.04.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_d909592ea44b40148f244cb233773d4f.html,"Voie de Liege 33, Herstal, Belgium, B-4040"
Company,,"MITSUI E&S Co., Ltd.",,三井E&S株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都中央区筑地5丁目6番4号，邮编：104-0045
Company,,"Mitsui Bussan Aerospace Co., Ltd. Maintenance Center",,三井物产航空航天株式会社维修中心,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都千代田区丸之内1丁目8番2号铁钢大厦22层，邮编：100-0005
Company,,Terra Drone Corporation,,泰拉无人机株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都涩谷区南平台町2番17号A-PLACE涩谷南平台4层，邮编：150-0036
Company,,ACSL Ltd.,,ACSL株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都江户川区临海町3-6-4 Hulic葛西临海大厦2层，邮编：134-0086
Company,,"Mitsubishi Nuclear Fuel Co., Ltd.",,三菱原子燃料株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本茨城县那珂郡东海村大字舟石川622-1，邮编：319-1197
Company,,Japan Nuclear Fuel Limited,,日本原燃株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本青森县上北郡六所村大字尾驳字冲付4番地108，邮编：039-3212
Company,,Fujitsu Network Solutions Limited,,富士通网络解决方案株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本神奈川县川崎市幸区大宫町1-5 JR川崎塔，邮编：212-0014
Company,,Hitachi Advanced Systems Corporation,,日立高端系统株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本神奈川县横滨市户冢区吉田町292番地，邮编：244-0817
Company,,Komatsu Industries Corporation,,小松产机株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本石川县金泽市大野町新町1番地1，邮编：920-0225
Company,,Komatsu NTC Ltd.,,小松NTC株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本富山县南砺市野尻641，邮编：939-1502
Company,,"OKI Electric Industry Co., Ltd.",,冲电气工业株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都港区虎之门1-7-12，邮编：105-8460
Company,,"OKI Com-Echoes Co., Ltd.",,OKI通信回声株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本静冈县沼津市大诹访字蓟原681-1，邮编：410-0873
Company,,"OKI Circuit Technology Co., Ltd.",,OKI电路技术株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本山形县鹤岗市宝田1丁目15番68号，邮编：997-0011
Company,,"OKI Nextech Co., Ltd.",,OKI奈克斯泰克株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本埼玉县所泽市上山口1番地，邮编：359-1153
Company,,"OKI Engineering Co., Ltd.",,冲电气工程株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都练马区冰川台3-20-16，邮编：179-0084
Company,,"YDK Technologies Co., Ltd.",,YDK科技株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都涩谷区千驮谷5-23-13南新宿JEBL，邮编：151-0051
Company,,"Nihon Denji Sokki Co., Ltd",,日本电磁测器株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都立川市砂川町8-59-2，邮编：190-0031
Company,,"Howa Machinery, Ltd.",,丰和工业株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本爱知县清须市须口1900番地1，邮编：452-8601
Company,,"Hosoya Pyro-Engineering Co., Ltd.",,细谷火工株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都秋留野市菅生1847，邮编：197-0801
Company,,"The Fujikura Parachute Co., Ltd.",,藤仓航装株式会社,Japan,export.control,,,Ministry of Commerce,Export Control Watch List,29.06.2026,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2026/art/2026/art_1a0adf5de9b84cd091992669d59e10d4.html,日本东京都品川区荏原2-4-46，邮编：142-0063
Company,,General Dynamics,,通用动力公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,L3 Harris Technologies,,L3哈里斯公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Intelligent Epitaxy Technology,,英特磊公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Clear Align LLC,,可利尔阿莱恩公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,"Boeing Defense, Space & Security",,波音防务、空间与安全集团,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Corporation,,洛克希德·马丁公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Raytheon Missiles & Defense,,雷神导弹与防务公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Missiles and Fire Control,,洛克希德·马丁导弹与火控公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Aeronautics,,洛克希德·马丁航空公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Raytheon/Lockheed Martin Javelin Joint Venture,,标枪合资公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Raytheon Missile Systems,,雷神导弹系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,General Dynamics Ordnance and Tactical Systems,,通用动力军械与战术系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,General Dynamics Information Technology,,通用动力信息技术公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,General Dynamics Mission Systems,,通用动力任务系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Inter-Coastal Electronics,,海岸间电子公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,System Studies & Simulation,,系统研究与模拟公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,IronMountain Solutions,,铁山解决方案公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Applied Technologies Group,,应用技术集团,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Axient,,阿克西恩特公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Missile System Integration Lab,,洛克希德·马丁导弹系统集成实验室,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Advanced Technology Laboratories,,洛克希德·马丁先进技术实验室,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Lockheed Martin Ventures,,洛克希德·马丁风险投资公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Anduril Industries,,安杜里尔公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Maritime Tactical Systems,,海上战术系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Pacific Rim Defense,,环太平洋防务公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,AEVEX Aerospace,,AEVEX航天公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,LKD Aerospace,,LKD航天公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Summit Technologies Inc.,,顶峰科技公司,US,export.control,,,Ministry of Commerce,List of Export Controls,02.01.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025nswbgg/art/2025/art_9b966e20a6934cc6b4fa2cf777626854.html,
Company,,Leidos,,莱多斯公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"Gibbs&Cox, Inc.",,吉布斯和考克斯公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"IP Video Market Info, Inc.",,监控研究公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"Sourcemap, Inc.",,SourceMap公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"Skydio, Inc.",,斯凯迪奥公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Rapid Flight LLC,,急速飞行公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Red Six Solutions,,红色六方案公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"Shield AI, Inc.",,护盾人工智能公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,HavocAI,,浩劫人工智能公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Neros Technologies,,尼罗斯科技公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Group W,,Group W公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Aerkomm Inc.,,爱尔康公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,"General Atomics Aeronautical Systems, Inc.",,通用原子航空系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,General Dynamics Land Systems,,通用动力陆地系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,Aero Vironment,,宇航环境公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.03.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_67b1b070edcb42e2ad9b8860c15f3b12.html,
Company,,High Point Aerotechnologies,,高点航空技术公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,"Universal Logistics Holdings, Inc.",,环球世界物流公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,"Source Intelligence, Inc.",,Source Intelligence公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Organization,,Coalition For A Prosperous America,,美国繁荣联盟,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Sierra Nevada Corporation,,内华达山脉公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Edge Autonomy Operations LLC,,边缘自治运营公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Cyberlux Corporation,,赛博勒克斯公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Hudson Technologies Co.,,哈德森技术公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,"Saronic Technologies, Inc.",,萨罗尼克科技公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,"Oceaneering International, Inc.",,国际海洋工程公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Stick Rudder Enterprises LLC,,摇杆舵公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,Cubic Corporation,,立方公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,S3 AeroDefense,,S3航空防务公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,"TCOM, Limited Partnership",,特科姆公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,TextOre,,文本矿公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,ACT1 Federal,,ACT1联邦公司,US,export.control,,,Ministry of Commerce,List of Export Controls,04.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_e1772b9dcc6c4337aa61f1f8847d0a61.html,
Company,,American Photonics,,美国光子公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"Novotech, Inc.",,诺沃特公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,Echodyne,,埃科达因公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"Marvin Engineering Company, Inc.",,马文工程公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,Exovera,,埃克索维拉公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"Teledyne Brown Engineering, Inc.",,特励达·布朗工程公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"BRINC Drones, Inc.",,BRINC无人机公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"SYNEXXUS, Inc.",,赛尼克斯公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"Firestorm Labs, Inc.",,火风暴实验室公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,"Kratos Unmanned Aerial Systems, Inc.",,奎托斯无人机系统公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
Company,,Domo Tactical Communications,,多莫战术通信公司,US,export.control,,,Ministry of Commerce,List of Export Controls,10.04.2025,,https://www.mofcom.gov.cn/zcfb/blgg/gg/2025/art/2025/art_a3535a90814b4d33bf9dc2878c65c9e0.html,
